Gene	Normal1	Normal2	Normal3	Normal4	Normal5	Tumor1	Tumor2	Tumor3	Tumor4	Tumor5
IFI16	0.3345	0.719333333333333	0.274166666666667	0.559833333333333	0.505333333333333	-1.525	-1.1915	-0.964	-1.24916666666667	-1.19783333333333
CSTA	2.5935	3.47833333333333	1.19075	1.69633333333333	1.67141666666667	0.280083333333333	4.29533333333333	1.53491666666667	7.11875	0.00191666666666666
PRPF39	-0.49575	-1.30325	-1.02275	-0.322	-0.11975	-0.43275	-0.178	-0.5875	-0.81625	-0.76825
USP4	0.431833333333333	0.701666666666667	0.409833333333333	0.557833333333333	0.59	0.384	0.892666666666667	0.308166666666667	0.722166666666667	0.853666666666667
CAPN6	1.39033333333333	0.552666666666667	1.1555	1.45366666666667	2.50816666666667	-1.78933333333333	-1.88016666666667	-1.46533333333333	-2.11116666666667	-1.72483333333333
NUAK1	1.85216666666667	1.90166666666667	1.1875	0.511833333333333	1.1325	0.483333333333333	0.639	0.873166666666667	0.382666666666667	0.509833333333333
NPPA	0.777	0.3175	1.0335	-0.000750000000000025	0.03275	0.67475	0.577	-0.17225	0.455	-0.4005
LAMB3	2.1469	-0.1631	2.3774	3.1569	2.2597	-2.2363	-2.257	-0.7256	-2.0256	0.4691
PPL	2.56716666666667	1.87983333333333	2.763	2.53816666666667	2.2055	-0.5705	1.282	1.004	1.22016666666667	2.58283333333333
CCL26	-1.49675	0.408875	-1.005125	-1.8065	-2.0745	-0.649875	-1.284	-1.82625	-2.205875	-1.354
RALGPS1	0.375333333333333	-0.24575	0.348333333333333	0.269	0.681666666666667	0.106916666666667	0.547916666666667	1.66516666666667	1.40241666666667	1.21
LCN1	-0.498	-0.7155	-1.165	0.111	-0.5615	-1.233	-0.6965	-0.684	-0.4065	-0.4125
CCDC6	0.477166666666667	0.502333333333333	1.402	0.612333333333333	0.397	1.18316666666667	1.869	1.663	1.08316666666667	0.8055
NCOA3	-1.10325	-1.36083333333333	-0.975166666666667	-0.609	-0.935833333333333	-0.87275	-0.7235	-1.49516666666667	-0.492166666666667	-2.382
MTHFD1	-0.88775	0.19575	-1.60425	-1.33375	-1.28475	-0.79625	-1.3715	-1.2505	-0.903	-1.01
FCMD	-0.299833333333333	-0.297166666666667	-0.242166666666667	-0.298	-0.265	-0.206	-0.600666666666667	0.383	0.239666666666667	0.436333333333333
PHF21B	-1.07933333333333	-2.6915	-1.886	-0.872166666666667	-1.4275	0.548833333333333	-2.17033333333333	-2.44083333333333	-2.81466666666667	-2.41683333333333
C8orf13	-1.618	-2.99425	-1.0915	-1.004	-0.75675	-1.581125	-2.458375	-2.179625	-3.14225	-1.4265
S100A3	-0.919166666666667	0.479333333333333	0.279166666666667	-1.14	-1.29466666666667	-1.14416666666667	-1.45666666666667	-1.32316666666667	-1.5075	-1.7395
C10orf59	2.36075	2.304	2.31425	2.42975	2.4215	0.642	2.971	2.4435	0.52675	2.002
PAFAH1B3	-1.233	-2.7135	-1	-0.84725	-0.8965	0.70725	1.25825	0.942	1.52525	0.92275
ZNF107	0.3893	-0.9152	-0.0926	0.3006	0.5297	0.441	0.6303	0.4707	-0.0334	-0.5782
ALDH6A1	0.980111111111111	2.22877777777778	0.597555555555556	0.831444444444445	1.13088888888889	0.707666666666667	0.984111111111111	0.704777777777778	1.71722222222222	1.64088888888889
G6PC2	-0.0195	0.3745	0.2765	-0.1165	-0.124	0.0905	0.462	0.722	0.542	0.5595
GRWD1	-0.403	-0.1745	-0.218833333333333	-0.313833333333333	-0.318333333333333	0.896333333333333	-0.328166666666667	0.0771666666666667	-0.0843333333333333	0.276
FLJ22222	0.2471	0.3019	0.2779	-0.1468	0.1309	0.7135	0.4618	0.2776	0.9273	0.0984
BCKDK	-0.815333333333333	-0.4145	-0.740166666666667	-1.06033333333333	-0.6845	-0.0756666666666667	0.17	0.12	-0.283333333333333	0.995333333333333
CTSB	0.184083333333333	2.78791666666667	0.413666666666667	-0.244666666666667	0.465	0.132666666666667	-0.266083333333333	1.42708333333333	1.38733333333333	0.882833333333333
PFKFB1	2.92783333333333	3.84616666666667	0.806166666666667	0.785166666666667	2.19316666666667	-0.2065	0.439	-0.045	3.28683333333333	-0.149333333333333
ZFP36	3.6915	3.46025	3.947	2.9435	2.564	-0.1635	1.1	1.164	-0.44275	0.00374999999999999
CMYA5	1.88366666666667	0.215666666666667	2.56666666666667	2.55483333333333	2.768	0.0223333333333333	2.84966666666667	1.71133333333333	1.27466666666667	0.827666666666667
TNF	0.576142857142857	1.75607142857143	1.46328571428571	0.899142857142857	2.29542857142857	1.40421428571429	2.42371428571429	3.53914285714286	2.72792857142857	2.666
ZNF417	0.327166666666667	-0.00983333333333333	-0.133	0.579166666666667	0.451833333333333	1.27983333333333	-0.357833333333333	0.126	-0.00583333333333331	0.0911666666666667
SIRT2	0.695	1.3145	0.829	0.6085	0.5675	0.05075	0.611	0.19225	0.20275	0.2215
C1orf198	1.3599375	0.931625	1.061	1.0125625	1.050625	0.30225	0.3984375	1.876875	1.55775	2.2520625
PGAM1	-1.515625	-1.03075	-1.444625	-1.72025	-1.757375	-1.055125	-0.597625	-0.964	-0.481125	-1.2075
GRM6	0.1195	-0.3255	0.4165	0.305	-0.066	0.1665	0.5895	-0.3905	-0.1105	0.3185
MEIS1	1.23075	0.554916666666667	0.419583333333333	-0.3545	0.52625	-0.534181818181818	-0.8565	-1.07616666666667	0.241	-1.14183333333333
KLHL10	0.96425	1.33725	0.726	1.19125	1.03925	0.4375	1.02475	1.07375	0.44575	0.73125
NGFRAP1	0.0592	-0.4883	-0.1398	0.1741	0.2229	0.2914	0.4138	-1.6285	-3.0267	0.174
OR13H1	0.066	0.5005	0.216	0.256	0.1305	-0.1635	0.059	-0.013	0.2165	0.1945
CRYBB3	0.0213	0.1266	-0.1052	-0.1508	0.0586	0.317	0.1435	0.096	-0.0529	0.322
NEDD4L	-0.1815	-1.0329	-0.12445	0.50495	0.71295	0.47115	-0.38655	0.2096	-0.3623	-1.01035
EDAR	1.606	0.1575	1.2945	0.5565	1.0025	0.634	0.573	0.571	0.818	-0.5865
C6orf60	0.02325	0.095	0.054	0.99425	0.3525	-0.289	0.60725	-0.72775	-2.4005	-0.24
IL1A	-2.03925	-2.719625	-1.548125	-2.144375	-2.250125	-3.347	-2.550125	-2.24225	-3.10075	-2.269
C20orf160	3.41275	3.67925	2.88425	2.2775	2.97725	1.4685	1.17425	1.30625	2.5855	1.124
CACNA1H	-0.856	-0.765	-1.26	-1.325	-0.6885	2.3725	-0.571	-0.883	1.9715	-0.3225
TXNDC3	0.1745	-0.515	-0.0505	-0.146	0.5975	-0.019	1.5645	0.84	1.291	0.919
ERCC1	-0.1895	-0.1845	-0.0085	-0.29975	-0.37325	-0.1055	-0.0855	-0.384	-0.1705	0.53775
FAM3B	1.562	-1.0065	0.0035	1.994	3.3495	0.30875	-2.163	0.535	2.363	-4.30525
CAV3	1.3741	1.5948	0.4535	0.3906	0.7714	-0.862	-0.6187	-0.8744	-1.02622222222222	-0.8527
CREBBP	0.459666666666667	0.206	0.566	0.910666666666667	0.492583333333333	0.887083333333333	0.448083333333333	1.22066666666667	0.816416666666667	1.51391666666667
BVES	0.121	0.2216	0.1599	-0.2249	-0.2202	-0.1692	-1.1352	-0.79	-1.411	-1.1596
SPACA1	0.29675	0.02625	0.25125	0.0285	0.37575	0.27	0.63025	-0.123333333333333	0.17775	-0.11375
PARK7	0.5795	0.9125	0.44925	0.37075	0.5145	0.5065	1.1225	0.36325	0.41125	0.223
WBP1	-0.072	0.0505	-0.13975	-0.38975	0.086	0.64775	1.52025	0.7075	1.80825	0.59725
KCNG4	0.118333333333333	0.2725	0.232166666666667	0.922	-0.185333333333333	0.000666666666666667	0.448166666666667	0.0585	0.211833333333333	0.287166666666667
COQ5	-0.1875	0.202666666666667	-0.362666666666667	0.011	-0.104833333333333	0.445166666666667	0.547666666666667	0.535	0.121833333333333	-0.0871666666666667
TUBA1A	-0.8785	-0.2745	-0.33625	-1.04325	-0.9875	-0.855	-1.05725	-0.78175	-0.186	-1.44375
KCNH4	0.2215	0.232	-0.06375	-0.018	-0.01325	0.12525	0.09875	0.18675	-0.08825	0.239
PRMT8	-0.266333333333333	-0.2205	-0.255333333333333	-0.7468	-0.702333333333333	0.113333333333333	0.147333333333333	-0.378166666666667	-0.139833333333333	-0.4585
TCEAL6	1.096	0.40975	1.07225	1.38425	1.53075	2.289	2.39	2.6065	1.3235	0.733
SELP	4.98516666666667	5.77033333333333	5.01966666666667	3.22583333333333	4.54416666666667	1.09116666666667	3.01016666666667	2.63816666666667	4.1145	3.69366666666667
RARS2	0.14125	0.28275	-0.0415	-0.38775	0.01125	-0.0365	0.046	0.0345	-0.34625	0.2135
EPS8L3	-0.0975	-0.1295	-0.039	0.319	-0.141	-0.1545	-0.1455	-0.3685	-0.152	0.1025
DCLK2	-0.271166666666667	-0.401333333333333	-0.626666666666667	-0.669333333333333	-0.516	-0.8325	-0.888	0.0466666666666667	-1.61583333333333	-0.960333333333333
MEMO1	-0.4283	-0.3124	-0.681	-0.1883	-0.1348	-0.4917	-0.1874	-0.1683	0.5393	-0.1393
LRBA	0.9493	-0.3126	0.9878	1.0101	1.0728	1.8419	1.6188	1.3015	1.6287	1.0603
NAPB	-0.14575	-0.161	-0.37525	-0.0585	-0.0515	0.925	-0.2665	-0.233	-0.635	-1.17525
MYST3	1.0848	0.7419	1.1791	1.3557	1.0694	-0.1892	0.4655	1.355	-0.3642	1.0686
KRT8	-1.7112	-3.7201	-0.4152	-1.195	-1.5926	-0.4259	-0.7123	-0.4149	0.4201	-1.2091
TMIGD2	-0.682	-0.161	-0.295	-0.388	-0.9715	-0.2545	-0.112	-0.2965	-0.563	-0.473
LMAN2L	0.343833333333333	0.387833333333333	0.108666666666667	0.57	0.218166666666667	0.550666666666667	0.597833333333333	-0.0575	0.742666666666667	0.318833333333333
C1GALT1C1	0.70725	0.43475	0.743	0.397	0.594	0.25525	0.73425	0.59975	1.6755	0.77675
DPP7	-0.184625	0.237	0.0025	-0.7385	-0.143875	0.902875	-0.121875	0.721	0.381375	1.185625
FHIT	0.564	0.4736	0.5202	0.8245	0.5989	1.6915	1.0907	0.2962	0.2653	1.8269
PPOX	-0.844	-1.030125	-0.852125	-1.131875	-0.65775	-0.307875	0.4875	0.673	-0.311625	0.763875
ZNF439	0.01375	-1.226	-0.49825	0.42975	0.2695	-0.0970000000000001	0.417	0.428	0.224	-0.06775
EPB49	0.871833333333333	1.11766666666667	0.3285	0.199	0.522833333333333	-1.41816666666667	-1.89133333333333	0.00283333333333334	-1.97	0.576166666666667
ROPN1	1.96316666666667	-4.434	2.356	3.32033333333333	1.9435	-4.085	-4.56866666666667	-3.97433333333333	-4.11816666666667	-4.10766666666667
LOC51252	-1.9505	-1.366	-2.093	-1.787	-1.7945	-1.871	-1.9715	-2.0145	-1.1235	-1.9485
C7orf49	-0.738	-0.521	-0.734166666666667	-0.785833333333333	-0.767833333333333	-1.21916666666667	-0.327	-0.8745	-0.349	-0.2525
CST8	-0.0993333333333333	0.615333333333333	-0.0703333333333333	-0.7535	0.159166666666667	0.0631666666666667	-0.011	-0.148333333333333	0.997833333333333	0.563666666666667
SENP8	0.02	-0.276	0.00275	0.772	0.12375	0.2075	-0.18975	0.373	-0.58125	-0.0235
PANK1	-1.2885	-1.1465	-1.42675	-0.79375	-1.1015	-0.79675	0.008	-0.45	0.3915	-0.059
GTPBP5	-0.576357142857143	-0.923785714285714	-0.911214285714286	-0.997571428571429	-0.665285714285714	1.84707142857143	0.363857142857143	0.375214285714286	0.841071428571428	0.0875
LTB4DH	0.48775	1.23725	0.21925	0.52625	0.1645	-0.3785	0.3375	1.04475	0.75475	0.51125
SPP1	-1.7035	-0.865166666666667	-1.6235	-1.41366666666667	-1.93916666666667	-0.934666666666667	-1.824	1.69783333333333	-2.23183333333333	0.250333333333333
GLI1	-0.06525	0.24675	0.2215	-2.20925	-0.53275	-2.73475	-0.77	-1.6335	-2.5165	-2.5355
HYPK	-0.2	-0.23775	-0.234	-0.1535	-0.05325	0.417	1.88725	0.16625	1.44825	0.5405
ZNF157	-0.2745	-0.043	-0.67	-0.3	-0.565	0.7275	-0.3195	-0.8825	-0.2005	-0.5465
SFTPD	1.888	1.87725	1.687	2.34425	1.7785	1.7375	2.941	2.1175	1.29466666666667	2.554
SH3BGRL2	2.24225	1.72708333333333	1.66858333333333	1.62833333333333	1.75516666666667	-0.210833333333333	-1.20233333333333	0.832666666666667	1.17983333333333	-0.854416666666666
TRPA1	-4.92866666666667	-4.30733333333333	-4.205	-4.4274	-4.512	-2.4925	-4.11333333333333	-4.284	-4.8685	-2.49783333333333
FAM81B	1.176	1.46675	2.03725	0.45575	0.5635	1.4685	1.25225	0.69725	3.2865	5.72775
ASPSCR1	-1.52575	-1.19575	-1.33025	-1.5585	-1.59275	0.1385	-0.0945	-0.9935	-0.26725	-0.5275
PHOSPHO2	0.8145	-0.793	1.06175	0.11675	0.298	0.963	0.60525	0.32975	2.08975	1.74925
FDFT1	-0.78025	-0.93675	-0.94475	-1.03325	-1.1455	-2.37675	-2.343	-0.53125	-1.6635	-0.66175
PTGS2	-1.52758333333333	-2.33791666666667	-0.351666666666667	-1.25566666666667	-1.20391666666667	-3.82558333333333	-3.72083333333333	-3.60591666666667	-4.336	-4.40783333333333
BMP7	-1.9915	0.511666666666667	-1.60833333333333	-2.23866666666667	-3.08066666666667	-3.12408333333333	-3.52808333333333	-2.01658333333333	-4.00316666666667	-3.29891666666667
CCDC90B	-0.099375	-0.493	-0.43525	-0.237125	-0.234	-1.004125	-0.584625	0.60275	-1.448625	-0.3525
UBE2D3	0.0197	0.3635	0.2611	-0.0295	0.1482	-0.1935	-0.2748	0.034	-0.5894	-0.0163
SLC25A34	-0.001	-0.1435	-0.2045	0.0775	0.00600000000000001	0.1655	0.1965	0.076	0.438	0.2465
ARFGEF2	-0.7045	-0.74575	-0.319	-0.634	-0.61775	0.88925	0.42575	0.3025	0.886	0.08425
REXO1	-0.1625	0.25	-0.2125	-0.365	-0.3505	0.3185	0.0285	-0.3345	0.6095	-0.037
NEFL	-2.589	-2.3105	-2.151	-2.3755	-2.894	-2.05475	-2.56775	-2.8525	-2.941	-3.29575
FLJ23861	1.01233333333333	1.0545	0.380333333333333	1.042	0.643666666666667	-0.1725	-0.561333333333333	0.889833333333333	-0.9095	2.35633333333333
ZNF561	0.817333333333333	0.197333333333333	1.2385	1.24866666666667	0.622666666666667	0.759	-0.0396666666666666	0.906	0.0326666666666667	-0.0343333333333333
COX7B	-0.922333333333333	-0.773333333333333	-0.8395	-0.9685	-1.03966666666667	-0.207833333333333	0.849833333333333	0.317	0.846833333333333	-0.168
ENTPD2	0.595	-0.617	0.742	1.025	0.58125	0.46525	-0.2555	0.8825	0.544	1.49025
ATP6V1A	0.577833333333333	0.792333333333333	0.7475	0.680333333333333	0.609666666666667	0.2855	0.909666666666667	0.242833333333333	1.1435	0.3695
TRAPPC5	0.178875	0.29075	-0.065	-0.121625	-0.059625	0.625125	0.78825	0.83475	0.8655	0.289875
ADH1C	5.045	5.9495	4.969	4.809	5.1395	0.126	3.9945	2.875	1.7285	4.104
ANKRD17	0.4204	0.2971	0.4423	0.7976	0.2862	0.5055	0.1913	0.3006	-0.0654	0.1709
IL21R	-1.47766666666667	-1.686	-1.65516666666667	-1.44783333333333	-1.2605	-0.202	0.378166666666667	-0.227166666666667	1.1655	-0.836833333333333
C6orf48	-1.028875	-1.340375	-1.164875	-0.84875	-0.943375	0.19475	-0.06275	-0.39875	-2.13875	-1.049875
TGIF2	-0.0775	-0.96375	0.02825	0.36425	0.0935	0.18675	-1.3735	-0.36625	0.22325	-1.1435
IGF2AS	0.2155	-0.0565	-0.064	-0.42425	0.0385	-0.60925	-0.24675	-0.15975	-1.5185	-1.44875
DNMT3A	0.0902499999999998	-0.195	-0.3235	0.0532499999999999	0.000333333333333241	-0.33	-0.0558333333333333	0.59325	0.899833333333333	-0.357916666666667
FCAR	-0.197666666666667	0.34	0.514166666666667	-0.0703333333333333	-0.208	0.300833333333333	0.16	0.152166666666667	0.265166666666667	-0.1865
MARCH3	-0.0725	1.392	-0.01575	-1.26475	-0.71725	-0.39275	-0.27725	-1.07575	-0.4725	-1.11775
FKHL18	-0.0133333333333333	0.689333333333333	-0.0248333333333333	-0.3855	-0.143833333333333	1.00216666666667	0.5755	0.166333333333333	0.479833333333333	1.0615
CTSK	4.11866666666667	4.30966666666667	4.37016666666667	1.95583333333333	3.98266666666667	3.259	3.4975	4.3585	2.38133333333333	3.36083333333333
TRIM35	0.2165	0.877625	0.439875	-0.131125	0.031625	0.49375	0.08275	0.732375	0.2365	1.062375
HNF4G	-0.04175	-0.614	0.156	0.15	0.26225	-0.400666666666667	0.12825	0.024	0.21825	0.3175
EXOSC3	-1.1055	-1.60225	-1.533	-1.1045	-1.176	-0.636	-0.662	-0.3855	0.6625	-0.83025
FBXL10	-0.885166666666667	-0.588333333333333	-1.24383333333333	-1.131	-0.881333333333333	0.0598333333333333	-0.426	-0.532666666666667	-0.318166666666667	-0.897833333333333
SMCHD1	-0.0399	-0.2765	-0.119	0.1564	0.1316	-0.1146	-0.3141	-0.5394	-0.7094	-0.0181
EIF2C3	0.094	0.404	0.253	0.285	0.0715	-0.5665	-0.174	-0.5435	-1.394	-0.59
POP7	-0.45775	-0.6905	-0.511	-0.3275	-0.3545	0.3465	0.7715	0.714	0.70275	0.12775
UBE2Q2	0.965	1.09616666666667	1.02466666666667	1.18733333333333	1.29416666666667	0.437166666666667	0.958333333333333	0.585666666666667	0.0826666666666667	0.551333333333333
UGT2A3	-1.2378	-1.24283333333333	-1.59083333333333	-0.864	-1.07266666666667	-1.54883333333333	-1.7456	-2.27366666666667	-1.776	-2.12433333333333
PGGT1B	-0.10875	-0.83675	0.354	-0.1235	-0.04575	0.3075	-0.42325	0.76025	-0.07775	-2.46875
SYT7	-0.028	-0.53625	0.3015	-0.3495	0.3235	0.4825	1.10725	0.95075	2.035	1.02675
DEPDC6	1.6435	0.23	1.8715	1.891	2.233	0.7535	1.305	1.9375	-1.019	1.479
OR5U1	0.175	0.4825	0.183	-0.1335	0.0775	0.1285	0.5885	0.2765	0.159	0.7995
SLCO1B1	-2.269	-2.767	-2.566	-1.56475	-2.32675	-2.55875	-2.469	-3.469	-0.0845	-3.0165
ZNF565	0.61925	0.75475	0.292	0.627	0.721	0.4505	1.01975	1.11125	0.87775	1.057
CCNDBP1	1.22625	1.3185	1.32225	1.08425	1.082	1.847	1.10325	0.01525	-0.42525	0.915
SST	-0.266	0.42425	-0.20575	-0.298	-0.211	-0.156	-0.26475	-0.015	-0.577	-0.119
KCNN3	-0.19675	-0.96725	-0.5935	-1.79025	-0.88525	-0.583	-1.33925	-1.44125	-1.051	-1.68675
GLOD4	0.441333333333333	0.1255	0.351166666666667	0.6435	0.625	1.123	0.8345	0.677833333333333	0.293833333333333	0.6855
DPY19L3	-0.378	-0.492	-0.306	-0.5005	-0.61	-0.3245	-1.005	0.0425	-0.2595	-0.151
SCCPDH	0.01225	-0.29925	0.391	-0.50025	0.08225	-0.442	1.68575	0.65625	1.20825	0.3135
ZNF790	0.78275	0.423	0.5055	0.54025	0.8615	-0.1335	0.50975	1.03425	1.01325	0.43475
OLIG3	-0.274833333333333	0.0725	0.535666666666667	0.0106666666666667	-0.102	0.452166666666667	0.232333333333333	0.246	0.586833333333333	0.339166666666667
PRMT1	-1.22125	-1.38325	-0.866	-0.9765	-1.15725	0.24275	-1.80275	-1.08375	-0.998	-1.22125
ITIH3	-3.35383333333333	-3.75266666666667	-4.24116666666667	-4.42	-3.31966666666667	-4.18533333333333	-3.98333333333333	-3.99933333333333	-4.15966666666667	-4.21883333333333
TEX10	-1.004	-1.58575	-1.192	-0.918	-1.071	-0.83075	-1.95625	-0.73425	-1.0715	-1.10125
EDA2R	0.176	0.155	0.0895	0.2255	-0.18	0.177	-0.2755	-0.946	-0.333	-0.036
TNFRSF19	-1.24433333333333	-3.215	-0.202333333333333	-1.5635	-1.03716666666667	-2.35016666666667	-2.52033333333333	-0.6155	-2.6385	-0.411833333333333
PLCXD3	1.71216666666667	2.1355	1.79783333333333	1.89283333333333	1.8195	-2.22866666666667	-0.938	-1.60333333333333	-1.87733333333333	-0.877166666666667
NARFL	-0.1955	-0.51125	-0.339	-0.25525	-0.078	1.09875	1.10725	1.16275	0.87825	1.14175
DENND2A	1.1287	2.3952	1.6041	-0.4787	0.4542	-0.9879	-1.5024	-0.1458	-1.3137	-1.7589
RHOV	0.743833333333333	-3.23683333333333	1.57	1.67866666666667	1.10633333333333	-0.412	-0.044	0.4955	0.5775	0.221833333333333
C1orf103	-0.459166666666667	-0.983333333333333	-0.753666666666667	0.034	-0.426833333333333	-0.270333333333333	-0.841166666666667	-1.0975	-0.528166666666667	-0.4925
PIM3	1.40275	0.98575	1.186	0.7325	1.24075	0.604	0.312	0.43725	0.5925	-0.05075
KCNAB1	1.75316666666667	2.51733333333333	1.57583333333333	1.22716666666667	1.36691666666667	0.0592727272727272	0.248333333333333	0.974083333333333	1.12691666666667	0.808666666666667
FLJ20254	-0.10125	0.43075	-0.201	-0.697	-0.419	-0.26625	-0.446	-0.30275	0.51925	0.24025
DMTF1	-0.0255	-0.401928571428571	-0.2425	0.223428571428571	0.460642857142857	-0.733785714285714	0.101785714285714	-0.789857142857143	-0.297571428571429	-0.232428571428571
GPR1	-0.270333333333333	1.88116666666667	0.460833333333333	-1.042	-0.684	-0.745333333333333	-0.479166666666667	-1.10883333333333	-1.25283333333333	-0.627166666666667
MXRA5	2.311	2.81333333333333	2.859	1.89716666666667	1.61583333333333	2.25433333333333	2.704	2.8215	1.15066666666667	2.65283333333333
GRM1	0.4255	0.334166666666667	0.6185	0.152333333333333	0.519666666666667	0.660833333333333	0.2755	1.16133333333333	-0.271333333333333	1.00683333333333
RAPSN	-0.14175	0.226	0.096	0.014	0.04375	0.18625	0.30875	0.381	0.308	0.2155
ACOT9	-0.433833333333333	0.1365	-0.288166666666667	-1.17333333333333	-0.796333333333333	-1.2535	-1.5625	-0.197833333333333	-1.65633333333333	-0.597666666666667
PDE4D	-0.4105	-0.80325	-0.097	-1.09133333333333	-1.22566666666667	-1.92316666666667	-2.0815	-1.129	-1.67208333333333	-2.17275
TRPC4	0.38575	0.01625	0.3215	-0.14575	0.249	1.01525	0.723	0.1045	0.3415	0.60275
GEMIN4	-0.4251	-0.8115	-0.247	-0.0501	-0.3578	0.216	-0.0544	0.2932	-0.8513	-0.0891
CNTN5	-0.548	-0.339	-0.788	-0.032	0.101	0.396	-0.1375	1.164	0.1975	-0.073
GRTP1	0.2095	-1.1715	0.50425	-0.1255	0.29875	1.05925	0.0505	0.444	-0.202	0.728
C20orf54	2.7835	0.599	3.19425	2.21525	1.49525	4.267	3.58325	4.172	4.083	3.60675
ITGB8	0.497357142857143	-1.02085714285714	1.35164285714286	0.968857142857143	0.704428571428571	-0.196714285714286	-0.753071428571429	-0.553214285714286	-1.69257142857143	0.554642857142857
THEM4	-0.4675	-0.0981666666666667	-0.288833333333333	-1.17416666666667	-0.459333333333333	-0.451	0.446166666666667	0.9005	-0.723	0.1335
FRS3	0.10325	0.23075	-0.708	-0.083	0.15225	0.04275	0.10275	0.0225	-0.48	0.128
OR10A6	0.0095	0.6775	-0.019	0.332	0.048	-1.003	3.0225	0.866	-0.5595	-0.1125
OTOF	-0.076	0.245	-0.138	-0.1465	-0.0355	0.264	0.1865	0.0635	0.4345	0.2035
PPIL5	-1.848625	-1.66475	-1.82225	-1.94125	-2.022625	-0.50125	-0.83475	-1.1155	-0.6365	-1.773125
TEX14	-0.24025	-1.018625	-0.525125	-0.372375	0.181	0.92525	0.136875	2.43175	-0.180875	-1.54
ZNF385	0.547666666666667	1.3825	0.207833333333333	0.0605	0.529666666666667	0.9515	1.53983333333333	0.4055	0.979166666666667	-0.198833333333333
RRH	-0.1545	-0.173	0.122	-0.0685	-0.3225	0.246	0.511	0.569	0.94	0.47
CDR2L	-0.1815	0.5415	0.4045	-0.538	-0.7515	0.07	-0.0115	0.427	-0.412	0.2685
PDZD7	-0.763	-0.5605	-0.952	-0.7665	-0.3865	-1.271	-0.915	-0.99025	-0.318	-0.917
SLC19A1	-1.63025	-0.6	-1.61025	-1.5625	-1.96575	-0.781	-0.98675	-0.055	-0.3085	-1.3515
C1orf217	-0.98875	-0.1585	-1.701	-1.1105	-1.10025	-1.87975	-1.69825	-1.6535	-2.29375	-2.13425
LIMS1	0.8565	0.948	1.01675	0.681	0.542	-0.1985	-1.102	-0.4195	0.0895	-0.7925
FAM89A	1.377	2.044	0.432	-0.04975	0.686	-1.69825	-1.75525	-1.572	-1.843	0.03675
MFAP3L	0.8592	-0.152	0.6114	1.1932	0.449	0.9755	0.3252	2.215	2.1281	0.0253
PIK3CD	0.219714285714286	1.07885714285714	0.089	0.411857142857143	0.739714285714286	-0.758857142857143	-0.381	-0.1065	0.477214285714286	-0.176857142857143
DERL2	0.237	0.27	0.1525	-0.126	0.031	0.1395	1.175	0.26925	-0.26175	0.0605
FHL5	2.81525	3.4075	2.60175	2.19225	3.418	1.15925	0.878	1.97775	0.222	1.46775
ACAN	0.9885	0.20475	0.22975	-0.24225	0.56725	2.54825	1.044	0.957	-0.04525	1.479
BRWD2	0.3295	0.324333333333333	0.0935	0.367833333333333	0.486166666666667	-0.734333333333333	0.344	0.0323333333333333	0.063	-0.0828333333333333
TINAGL1	2.28116666666667	2.73633333333333	2.362	2.131	2.0725	-0.119666666666667	-0.179166666666667	-0.074	1.59483333333333	0.6975
DCUN1D2	0.3405	0.15225	-0.52125	-0.170125	0.40325	-0.556625	-1.353375	-0.8145	0.02875	-0.88275
C3orf36	-0.31225	0.554	0.4045	-0.22675	-0.01375	0.299	0.45175	0.431333333333333	0.48225	0.12075
MGC10850	-2.2575	-1.1625	-1.1495	-0.146	-1.5455	-1.802	-1.3035	-1.5255	-2.358	-1.349
hCG_31916	-0.461	-0.67325	-0.26425	0.04725	-0.55375	0.85775	-0.1385	0.14775	-0.15425	0.969
FHAD1	0.7685	-0.25625	0.9585	0.00975000000000002	0.6625	0.648125	0.18175	0.627875	1.50275	1.615
LCE1C	-0.2805	0.60525	0.2385	0.0505	-0.518	0.312	0.58975	0.13375	0.61275	1.513
ARPC1A	-0.0111666666666667	0.0521666666666667	-0.189	-0.101	0.0611666666666667	-0.618166666666667	-0.239833333333333	-0.0933333333333333	-0.398166666666667	0.0118333333333333
CHST2	-0.6165	-0.11525	-0.447	-0.1455	-0.39325	-1.58025	-1.564	-1.42325	-1.615	-1.641
SPATA2	0.2785	-0.2465	0.260125	0.415625	0.306625	1.665125	0.6275	0.069	0.991375	0.55925
PGLYRP4	-0.9705	-1.11333333333333	-0.8785	-0.604	-0.349166666666667	-0.801833333333334	-1.02966666666667	-1.1678	-0.0941666666666667	-1.544
RUFY1	0.9635	1.29975	0.85175	0.959	1.126	1.44025	1.106	1.12425	-0.11975	1.291
TXNDC12	-0.0245	0.16475	-0.09275	-0.343	0.17825	-0.7065	-0.798	-0.5385	-0.124	-0.53075
RPS4Y1	-6.733875	-6.336375	-6.657125	-6.35725	-6.75225	-6.146625	-6.303875	-6.171	-6.537875	-6.25075
TNFRSF8	-0.455833333333333	-0.207	-1.7555	-1.51616666666667	-0.9545	-2.19	-1.7655	-2.10983333333333	-0.883333333333333	-2.44433333333333
PTGIR	1.36016666666667	2.03433333333333	1.20483333333333	0.252333333333333	1.085	1.61933333333333	1.501	1.84083333333333	1.734	1.53816666666667
FOXE3	-0.0725	-0.2855	0.309	0.041	0.007	1.1035	0.74	1.0105	0.0505	1.122
